season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Fall,Oct,Saturday,weekend,16,4 PM,member,3523,13.84,1.56
Spring,May,Saturday,weekend,11,11 AM,member,3522,15.29,1.56
Summer,Aug,Saturday,weekend,19,7 PM,member,3521,14.71,1.5
Fall,Oct,Saturday,weekend,13,1 PM,casual,3517,26.77,1.7
Spring,May,Friday,weekday,16,4 PM,casual,3501,22.42,1.61
Spring,May,Friday,weekday,14,2 PM,member,3500,12.67,1.42
Fall,Nov,Wednesday,weekday,17,5 PM,member,3498,10.93,1.37
Spring,May,Friday,weekday,18,6 PM,casual,3496,20.52,1.51
Summer,Jul,Sunday,weekend,12,12 PM,member,3492,14.83,1.56
Summer,Jul,Sunday,weekend,13,1 PM,casual,3489,24.33,1.64
Fall,Sep,Saturday,weekend,10,10 AM,member,3486,12.78,1.42
Spring,Apr,Wednesday,weekday,16,4 PM,member,3486,11.87,1.43
Summer,Aug,Wednesday,weekday,15,3 PM,member,3481,11.99,1.44
Summer,Jun,Saturday,weekend,17,5 PM,member,3479,14.27,1.54
Summer,Jul,Sunday,weekend,14,2 PM,member,3472,14.96,1.54
Spring,Apr,Tuesday,weekday,15,3 PM,member,3471,11.9,1.43
Fall,Sep,Friday,weekday,12,12 PM,member,3471,10.6,1.23
Summer,Aug,Saturday,weekend,19,7 PM,casual,3466,22.56,1.47
Fall,Oct,Saturday,weekend,15,3 PM,member,3463,13.56,1.46
Summer,Aug,Saturday,weekend,9,9 AM,member,3462,13.68,1.55
Fall,Sep,Friday,weekday,7,7 AM,member,3452,10.63,1.43
Summer,Jul,Sunday,weekend,12,12 PM,casual,3451,26.51,1.7
Fall,Sep,Friday,weekday,13,1 PM,member,3445,10.33,1.21
Spring,May,Friday,weekday,8,8 AM,member,3441,11.52,1.48
Fall,Oct,Wednesday,weekday,9,9 AM,member,3439,10.47,1.3
Summer,Aug,Sunday,weekend,18,6 PM,member,3435,15.29,1.48
Fall,Oct,Saturday,weekend,12,12 PM,member,3431,13.34,1.48
Spring,May,Thursday,weekday,15,3 PM,member,3418,12.67,1.44
Summer,Jun,Thursday,weekday,15,3 PM,member,3415,12.78,1.48
Summer,Jul,Friday,weekday,15,3 PM,casual,3409,23.53,1.62
Winter,Feb,Tuesday,weekday,16,4 PM,member,3407,12.36,1.48
Fall,Nov,Friday,weekday,15,3 PM,member,3404,11.11,1.34
Fall,Sep,Friday,weekday,15,3 PM,casual,3404,17.92,1.39
Summer,Jun,Monday,weekday,7,7 AM,member,3403,11.94,1.54
Summer,Aug,Tuesday,weekday,19,7 PM,member,3402,13.05,1.41
Fall,Sep,Monday,weekday,9,9 AM,member,3402,10.29,1.29
Summer,Jul,Tuesday,weekday,18,6 PM,casual,3396,18.0,1.52
Fall,Sep,Friday,weekday,14,2 PM,member,3381,11.08,1.27
Summer,Jul,Saturday,weekend,10,10 AM,member,3380,15.23,1.57
Summer,Jun,Friday,weekday,16,4 PM,casual,3380,21.52,1.65
Spring,May,Saturday,weekend,11,11 AM,casual,3379,29.76,1.76
Fall,Oct,Saturday,weekend,12,12 PM,casual,3375,24.92,1.63
Summer,Aug,Friday,weekday,14,2 PM,casual,3370,22.53,1.53
Fall,Sep,Wednesday,weekday,9,9 AM,member,3367,10.21,1.29
Fall,Oct,Saturday,weekend,11,11 AM,member,3363,13.01,1.45
Fall,Oct,Saturday,weekend,17,5 PM,member,3360,13.34,1.45
Spring,Mar,Wednesday,weekday,16,4 PM,member,3354,11.61,1.35
Fall,Sep,Thursday,weekday,12,12 PM,member,3352,10.01,1.18
Summer,Aug,Sunday,weekend,17,5 PM,casual,3352,24.64,1.62
Summer,Jul,Monday,weekday,18,6 PM,casual,3348,19.27,1.46
Fall,Oct,Wednesday,weekday,14,2 PM,member,3346,10.9,1.3
Summer,Aug,Friday,weekday,7,7 AM,member,3346,11.77,1.47
Summer,Jul,Monday,weekday,20,8 PM,member,3344,12.62,1.41
Summer,Jun,Wednesday,weekday,20,8 PM,member,3341,14.19,1.53
Spring,May,Wednesday,weekday,18,6 PM,casual,3336,20.01,1.52
Spring,May,Saturday,weekend,18,6 PM,member,3335,15.15,1.54
Summer,Jul,Saturday,weekend,18,6 PM,member,3332,15.48,1.62
Fall,Sep,Monday,weekday,14,2 PM,casual,3328,22.84,1.43
Spring,May,Friday,weekday,12,12 PM,member,3323,11.51,1.26
Summer,Jul,Thursday,weekday,15,3 PM,member,3322,13.89,1.51
Fall,Sep,Monday,weekday,11,11 AM,member,3316,11.59,1.26
Summer,Jun,Sunday,weekend,19,7 PM,member,3314,15.27,1.54
Summer,Jun,Sunday,weekend,10,10 AM,casual,3314,26.26,1.64
Summer,Aug,Friday,weekday,11,11 AM,member,3304,12.47,1.34
Spring,Mar,Monday,weekday,16,4 PM,member,3302,12.43,1.41
Summer,Aug,Friday,weekday,13,1 PM,casual,3300,23.57,1.53
Summer,Jun,Thursday,weekday,18,6 PM,casual,3299,19.83,1.52
Fall,Sep,Thursday,weekday,9,9 AM,member,3299,10.79,1.33
Summer,Jun,Friday,weekday,18,6 PM,casual,3298,22.09,1.59
Summer,Jul,Thursday,weekday,16,4 PM,casual,3297,23.96,1.59
Summer,Aug,Sunday,weekend,11,11 AM,casual,3293,25.47,1.69
Summer,Jun,Friday,weekday,19,7 PM,member,3291,13.18,1.45
Fall,Oct,Sunday,weekend,15,3 PM,member,3289,13.66,1.52
Summer,Jun,Wednesday,weekday,16,4 PM,casual,3288,19.65,1.49
Summer,Jun,Tuesday,weekday,17,5 PM,casual,3281,18.6,1.52
Fall,Nov,Monday,weekday,16,4 PM,member,3276,10.61,1.33
Fall,Nov,Monday,weekday,8,8 AM,member,3269,10.15,1.33
Fall,Sep,Sunday,weekend,10,10 AM,member,3263,13.15,1.44
Fall,Oct,Sunday,weekend,11,11 AM,member,3262,14.48,1.48
Summer,Jul,Tuesday,weekday,9,9 AM,member,3259,11.49,1.41
Fall,Oct,Tuesday,weekday,9,9 AM,member,3258,9.86,1.22
Summer,Jul,Thursday,weekday,7,7 AM,member,3255,12.13,1.59
Summer,Jul,Wednesday,weekday,14,2 PM,member,3246,12.17,1.43
Summer,Jun,Tuesday,weekday,18,6 PM,casual,3245,18.46,1.49
Spring,Mar,Tuesday,weekday,8,8 AM,member,3244,11.47,1.36
Summer,Jul,Wednesday,weekday,13,1 PM,member,3240,11.44,1.35
Summer,Aug,Wednesday,weekday,18,6 PM,casual,3240,17.77,1.5
Fall,Sep,Wednesday,weekday,14,2 PM,member,3234,10.97,1.34
Fall,Oct,Sunday,weekend,13,1 PM,member,3233,13.58,1.48
Summer,Aug,Sunday,weekend,11,11 AM,member,3231,15.09,1.57
Spring,Mar,Wednesday,weekday,8,8 AM,member,3227,10.53,1.38
Summer,Jul,Friday,weekday,14,2 PM,casual,3223,27.23,1.58
Summer,Jul,Wednesday,weekday,21,9 PM,member,3220,14.06,1.58
Summer,Jun,Tuesday,weekday,15,3 PM,member,3220,12.14,1.48
Fall,Oct,Thursday,weekday,9,9 AM,member,3219,11.08,1.24
Summer,Aug,Tuesday,weekday,17,5 PM,casual,3218,18.61,1.54
Spring,Apr,Thursday,weekday,8,8 AM,member,3213,10.36,1.38
Spring,May,Friday,weekday,13,1 PM,member,3212,11.93,1.32
Summer,Jul,Friday,weekday,14,2 PM,member,3210,13.42,1.47
Fall,Oct,Thursday,weekday,13,1 PM,member,3203,10.27,1.2
Fall,Sep,Sunday,weekend,19,7 PM,member,3201,12.65,1.35
Fall,Oct,Friday,weekday,14,2 PM,member,3198,11.54,1.35
Fall,Oct,Sunday,weekend,16,4 PM,member,3196,13.29,1.44
Spring,Apr,Wednesday,weekday,18,6 PM,member,3196,11.58,1.31
Summer,Jun,Saturday,weekend,10,10 AM,casual,3193,26.98,1.7
Fall,Oct,Saturday,weekend,15,3 PM,casual,3192,26.05,1.64
Winter,Feb,Thursday,weekday,8,8 AM,member,3186,10.94,1.32
Summer,Jul,Saturday,weekend,10,10 AM,casual,3185,27.76,1.71
Summer,Jul,Wednesday,weekday,9,9 AM,member,3181,11.51,1.39
Fall,Sep,Wednesday,weekday,12,12 PM,member,3181,10.0,1.18
Fall,Oct,Wednesday,weekday,12,12 PM,member,3177,9.76,1.16
Fall,Oct,Sunday,weekend,11,11 AM,casual,3173,27.49,1.57
Summer,Jul,Friday,weekday,13,1 PM,member,3172,13.0,1.44
Spring,May,Wednesday,weekday,14,2 PM,member,3170,12.02,1.39
Fall,Sep,Monday,weekday,13,1 PM,casual,3167,22.81,1.41
Winter,Feb,Monday,weekday,17,5 PM,member,3162,11.94,1.33
Spring,May,Wednesday,weekday,9,9 AM,member,3158,11.67,1.39
Fall,Oct,Monday,weekday,15,3 PM,member,3156,11.11,1.34
Summer,Jul,Wednesday,weekday,12,12 PM,member,3155,11.25,1.25
Summer,Jun,Saturday,weekend,9,9 AM,member,3151,13.01,1.49
Fall,Oct,Sunday,weekend,12,12 PM,member,3151,13.71,1.47
Spring,Apr,Wednesday,weekday,8,8 AM,member,3150,10.7,1.4
Spring,May,Wednesday,weekday,20,8 PM,member,3146,13.19,1.47
Fall,Oct,Saturday,weekend,16,4 PM,casual,3146,24.91,1.55
Fall,Oct,Friday,weekday,13,1 PM,member,3145,10.68,1.27
Summer,Jun,Saturday,weekend,18,6 PM,member,3145,14.37,1.54
Summer,Aug,Friday,weekday,12,12 PM,casual,3140,24.09,1.52
Spring,Apr,Thursday,weekday,18,6 PM,member,3133,11.37,1.33
Summer,Jul,Sunday,weekend,16,4 PM,member,3128,14.15,1.52
Spring,May,Wednesday,weekday,16,4 PM,casual,3126,20.28,1.63
Summer,Aug,Tuesday,weekday,15,3 PM,member,3126,11.92,1.43
Spring,Mar,Monday,weekday,18,6 PM,member,3126,11.43,1.29
Summer,Jul,Tuesday,weekday,20,8 PM,member,3119,12.76,1.46
Spring,May,Thursday,weekday,17,5 PM,casual,3119,20.38,1.58
Summer,Jun,Monday,weekday,17,5 PM,casual,3117,18.28,1.53
Spring,May,Wednesday,weekday,12,12 PM,member,3113,11.8,1.24
Summer,Jun,Saturday,weekend,18,6 PM,casual,3112,23.63,1.51
Spring,May,Saturday,weekend,10,10 AM,member,3111,15.16,1.53
Spring,Mar,Tuesday,weekday,18,6 PM,member,3110,11.89,1.35
Fall,Oct,Friday,weekday,8,8 AM,member,3108,10.68,1.4
Fall,Sep,Tuesday,weekday,18,6 PM,casual,3101,15.98,1.36
Spring,May,Wednesday,weekday,13,1 PM,member,3100,11.72,1.29
Summer,Jun,Friday,weekday,8,8 AM,member,3099,11.6,1.49
Summer,Jul,Saturday,weekend,19,7 PM,casual,3098,22.69,1.45
Summer,Jun,Wednesday,weekday,19,7 PM,casual,3096,22.35,1.53
Summer,Aug,Wednesday,weekday,20,8 PM,member,3096,13.05,1.46
Fall,Sep,Monday,weekday,12,12 PM,casual,3096,24.07,1.41
Fall,Oct,Thursday,weekday,14,2 PM,member,3090,10.9,1.31
Winter,Feb,Wednesday,weekday,16,4 PM,member,3086,11.85,1.32
Spring,May,Sunday,weekend,16,4 PM,member,3086,15.45,1.53
Summer,Aug,Thursday,weekday,16,4 PM,casual,3084,17.74,1.51
Fall,Oct,Sunday,weekend,14,2 PM,member,3078,13.53,1.47
Spring,May,Saturday,weekend,18,6 PM,casual,3070,23.78,1.5
Fall,Oct,Thursday,weekday,17,5 PM,casual,3070,15.66,1.43
Fall,Sep,Sunday,weekend,10,10 AM,casual,3067,24.55,1.59
Spring,May,Friday,weekday,7,7 AM,member,3066,11.31,1.46
Summer,Jul,Friday,weekday,12,12 PM,member,3065,13.02,1.38
Fall,Oct,Wednesday,weekday,13,1 PM,member,3061,10.55,1.18
Spring,Apr,Friday,weekday,17,5 PM,member,3059,11.39,1.35
Fall,Sep,Wednesday,weekday,20,8 PM,member,3057,11.71,1.41
Summer,Aug,Thursday,weekday,9,9 AM,member,3056,11.31,1.39
Spring,May,Monday,weekday,8,8 AM,member,3052,11.62,1.45
Winter,Jan,Wednesday,weekday,17,5 PM,member,3050,12.18,1.19
Fall,Sep,Wednesday,weekday,13,1 PM,member,3049,10.18,1.18
Summer,Aug,Friday,weekday,19,7 PM,casual,3048,18.33,1.39
Fall,Nov,Thursday,weekday,17,5 PM,member,3048,11.8,1.39
Summer,Jun,Monday,weekday,15,3 PM,member,3046,12.31,1.45
Summer,Jul,Saturday,weekend,19,7 PM,member,3046,14.43,1.51
Fall,Oct,Sunday,weekend,12,12 PM,casual,3042,25.28,1.55
Summer,Aug,Monday,weekday,15,3 PM,member,3040,11.88,1.42
Fall,Oct,Sunday,weekend,13,1 PM,casual,3039,24.91,1.58
Fall,Oct,Wednesday,weekday,17,5 PM,casual,3039,15.22,1.45
Summer,Jul,Friday,weekday,19,7 PM,casual,3035,21.32,1.44
Summer,Jul,Friday,weekday,8,8 AM,member,3034,11.77,1.48
Fall,Oct,Monday,weekday,7,7 AM,member,3033,10.46,1.39
Summer,Aug,Sunday,weekend,10,10 AM,member,3033,14.12,1.54
Spring,Apr,Tuesday,weekday,19,7 PM,member,3029,12.85,1.33
Fall,Oct,Saturday,weekend,11,11 AM,casual,3028,27.37,1.73
Winter,Dec,Wednesday,weekday,17,5 PM,member,3027,10.94,1.24
Summer,Jul,Thursday,weekday,20,8 PM,member,3019,13.69,1.54
Spring,Apr,Saturday,weekend,13,1 PM,member,3018,14.34,1.46
Summer,Jul,Monday,weekday,16,4 PM,casual,3011,20.0,1.45
Summer,Aug,Monday,weekday,17,5 PM,casual,3011,18.45,1.52
Summer,Jul,Friday,weekday,13,1 PM,casual,3008,25.81,1.61
Spring,Apr,Monday,weekday,15,3 PM,member,2998,12.09,1.36
Fall,Nov,Friday,weekday,18,6 PM,member,2996,11.31,1.3
Fall,Oct,Sunday,weekend,15,3 PM,casual,2995,22.24,1.57
Fall,Oct,Thursday,weekday,12,12 PM,member,2992,10.66,1.17
Summer,Jul,Sunday,weekend,15,3 PM,casual,2992,24.57,1.63
Summer,Jul,Thursday,weekday,19,7 PM,casual,2991,20.01,1.53
Summer,Aug,Thursday,weekday,19,7 PM,casual,2990,17.77,1.46
Fall,Sep,Thursday,weekday,14,2 PM,member,2987,11.43,1.35
Summer,Aug,Thursday,weekday,12,12 PM,member,2984,11.61,1.28
Fall,Oct,Saturday,weekend,18,6 PM,member,2981,12.64,1.45
Summer,Aug,Monday,weekday,7,7 AM,member,2979,11.36,1.48
Fall,Sep,Thursday,weekday,13,1 PM,member,2977,10.15,1.18
Fall,Sep,Tuesday,weekday,9,9 AM,member,2970,9.99,1.23
Summer,Jul,Tuesday,weekday,14,2 PM,member,2967,11.67,1.38
Fall,Oct,Saturday,weekend,10,10 AM,member,2965,12.36,1.44
Spring,May,Tuesday,weekday,19,7 PM,member,2962,12.32,1.33
Fall,Sep,Saturday,weekend,19,7 PM,member,2962,12.45,1.37
Summer,Jul,Wednesday,weekday,20,8 PM,casual,2958,23.4,1.43
Summer,Jun,Monday,weekday,18,6 PM,casual,2956,19.86,1.46
Summer,Aug,Friday,weekday,9,9 AM,member,2951,11.5,1.37
Spring,May,Friday,weekday,11,11 AM,member,2948,12.29,1.25
Fall,Sep,Tuesday,weekday,16,4 PM,casual,2938,15.23,1.32
Summer,Aug,Thursday,weekday,13,1 PM,member,2937,11.4,1.27
Summer,Jul,Sunday,weekend,16,4 PM,casual,2937,23.63,1.59
Winter,Feb,Tuesday,weekday,8,8 AM,member,2937,12.22,1.37
Fall,Nov,Tuesday,weekday,7,7 AM,member,2936,10.24,1.41
Summer,Aug,Thursday,weekday,14,2 PM,member,2936,11.59,1.38
Fall,Oct,Sunday,weekend,17,5 PM,member,2930,13.12,1.41
Fall,Sep,Saturday,weekend,10,10 AM,casual,2924,22.59,1.58
Fall,Oct,Friday,weekday,17,5 PM,casual,2920,17.87,1.47
Spring,May,Sunday,weekend,17,5 PM,member,2918,14.28,1.48
Summer,Jul,Tuesday,weekday,16,4 PM,casual,2914,19.29,1.49
Summer,Jul,Sunday,weekend,11,11 AM,member,2913,14.26,1.55
Spring,May,Thursday,weekday,13,1 PM,member,2911,11.46,1.24
Spring,May,Thursday,weekday,9,9 AM,member,2910,10.61,1.37
Fall,Oct,Friday,weekday,19,7 PM,member,2910,12.93,1.37
Spring,Apr,Saturday,weekend,14,2 PM,member,2909,14.07,1.51
Spring,Apr,Saturday,weekend,12,12 PM,member,2888,14.22,1.51
Fall,Sep,Thursday,weekday,19,7 PM,casual,2886,16.09,1.32
Winter,Dec,Thursday,weekday,17,5 PM,member,2885,11.58,1.32
Fall,Oct,Sunday,weekend,14,2 PM,casual,2881,25.15,1.59
Summer,Aug,Sunday,weekend,18,6 PM,casual,2880,24.75,1.53
Summer,Jun,Friday,weekday,14,2 PM,member,2875,12.73,1.45
Spring,Apr,Saturday,weekend,16,4 PM,member,2874,14.21,1.49
Fall,Sep,Friday,weekday,11,11 AM,member,2874,10.63,1.25
Summer,Aug,Tuesday,weekday,18,6 PM,casual,2869,18.63,1.49
Spring,May,Thursday,weekday,20,8 PM,member,2867,12.54,1.4
Summer,Jul,Sunday,weekend,15,3 PM,member,2865,14.13,1.52
Fall,Sep,Monday,weekday,20,8 PM,member,2858,12.34,1.35
Fall,Oct,Tuesday,weekday,12,12 PM,member,2856,10.11,1.17
Spring,Apr,Monday,weekday,19,7 PM,member,2855,12.11,1.32
Summer,Jun,Friday,weekday,13,1 PM,member,2853,12.0,1.36
Spring,May,Thursday,weekday,12,12 PM,member,2853,11.54,1.24
Fall,Nov,Thursday,weekday,8,8 AM,member,2852,10.49,1.35
Spring,May,Friday,weekday,15,3 PM,casual,2850,23.22,1.56
Fall,Nov,Thursday,weekday,16,4 PM,member,2849,11.75,1.44
Fall,Sep,Saturday,weekend,9,9 AM,member,2849,12.16,1.45
Fall,Oct,Friday,weekday,12,12 PM,member,2848,10.85,1.26
Spring,Mar,Thursday,weekday,16,4 PM,member,2845,10.87,1.34
Spring,Mar,Saturday,weekend,13,1 PM,member,2844,13.49,1.43
Spring,May,Sunday,weekend,15,3 PM,member,2841,15.44,1.53
Spring,Apr,Saturday,weekend,15,3 PM,member,2839,14.14,1.52
Summer,Jul,Friday,weekday,12,12 PM,casual,2832,26.42,1.63
Summer,Jun,Friday,weekday,7,7 AM,member,2831,11.46,1.5
Fall,Sep,Friday,weekday,14,2 PM,casual,2831,18.86,1.33
Spring,Mar,Wednesday,weekday,18,6 PM,member,2823,10.68,1.26
Summer,Jun,Thursday,weekday,20,8 PM,member,2820,13.33,1.48
Fall,Nov,Wednesday,weekday,7,7 AM,member,2818,10.86,1.43
Spring,May,Sunday,weekend,16,4 PM,casual,2806,27.94,1.53
Summer,Jun,Thursday,weekday,16,4 PM,casual,2806,18.45,1.59
Fall,Sep,Saturday,weekend,19,7 PM,casual,2804,16.51,1.28
Summer,Jun,Friday,weekday,12,12 PM,member,2804,12.33,1.37
Fall,Oct,Sunday,weekend,10,10 AM,casual,2799,29.91,1.67
Summer,Jul,Monday,weekday,14,2 PM,member,2799,11.7,1.37
Spring,Apr,Saturday,weekend,17,5 PM,member,2796,15.45,1.52
Spring,May,Sunday,weekend,14,2 PM,member,2790,15.79,1.59
Spring,Mar,Saturday,weekend,12,12 PM,member,2789,13.57,1.41
Spring,May,Sunday,weekend,15,3 PM,casual,2785,28.01,1.66
Summer,Aug,Saturday,weekend,22,10 PM,casual,2784,20.57,1.49
Summer,Jun,Wednesday,weekday,12,12 PM,member,2784,12.01,1.31
Spring,Mar,Saturday,weekend,14,2 PM,member,2776,13.42,1.41
Fall,Oct,Saturday,weekend,17,5 PM,casual,2773,23.34,1.45
Fall,Sep,Friday,weekday,9,9 AM,member,2772,10.16,1.27
Summer,Jul,Friday,weekday,20,8 PM,member,2770,14.42,1.52
Spring,May,Sunday,weekend,18,6 PM,member,2769,14.58,1.4
Summer,Jul,Saturday,weekend,9,9 AM,member,2768,14.06,1.62
Fall,Sep,Friday,weekday,19,7 PM,casual,2763,14.77,1.29
Fall,Nov,Monday,weekday,18,6 PM,member,2757,9.92,1.28
Fall,Oct,Tuesday,weekday,13,1 PM,member,2757,10.31,1.21
Fall,Oct,Friday,weekday,16,4 PM,casual,2757,19.41,1.55
Summer,Jun,Monday,weekday,20,8 PM,member,2753,13.47,1.46
Summer,Jul,Tuesday,weekday,13,1 PM,member,2752,11.06,1.26
Summer,Jul,Monday,weekday,12,12 PM,member,2751,10.86,1.22
Summer,Aug,Thursday,weekday,21,9 PM,member,2749,12.39,1.52
Summer,Jun,Wednesday,weekday,13,1 PM,member,2745,12.36,1.35
Summer,Aug,Friday,weekday,20,8 PM,member,2743,12.96,1.44
Spring,Apr,Saturday,weekend,14,2 PM,casual,2738,26.02,1.61
Summer,Jul,Monday,weekday,13,1 PM,member,2738,11.26,1.28
Winter,Dec,Thursday,weekday,16,4 PM,member,2735,13.23,1.33
Summer,Jun,Sunday,weekend,9,9 AM,member,2731,13.66,1.56
Fall,Sep,Thursday,weekday,11,11 AM,member,2731,10.72,1.23
Spring,Apr,Friday,weekday,18,6 PM,member,2731,11.43,1.3
Fall,Sep,Wednesday,weekday,19,7 PM,casual,2730,15.54,1.31
Summer,Aug,Saturday,weekend,20,8 PM,member,2730,14.06,1.5
Summer,Jul,Wednesday,weekday,11,11 AM,member,2728,11.82,1.34
Fall,Nov,Saturday,weekend,14,2 PM,member,2727,12.27,1.39
Summer,Jun,Sunday,weekend,19,7 PM,casual,2726,26.49,1.49
Spring,Apr,Monday,weekday,7,7 AM,member,2725,10.52,1.45
Summer,Jul,Tuesday,weekday,12,12 PM,member,2722,12.02,1.24
Spring,May,Sunday,weekend,13,1 PM,member,2721,14.75,1.52
Winter,Dec,Wednesday,weekday,16,4 PM,member,2721,10.29,1.27
Spring,Mar,Friday,weekday,17,5 PM,member,2717,11.47,1.24
Spring,May,Thursday,weekday,18,6 PM,casual,2717,19.83,1.51
Spring,May,Friday,weekday,20,8 PM,member,2716,12.52,1.33
Summer,Jul,Monday,weekday,19,7 PM,casual,2714,17.76,1.41
Summer,Aug,Wednesday,weekday,12,12 PM,member,2711,10.98,1.24
Summer,Jul,Wednesday,weekday,15,3 PM,casual,2709,22.62,1.52
Summer,Aug,Sunday,weekend,19,7 PM,member,2705,14.03,1.45
Summer,Jul,Thursday,weekday,15,3 PM,casual,2705,24.58,1.6
Spring,Apr,Wednesday,weekday,7,7 AM,member,2703,10.4,1.44
Fall,Oct,Monday,weekday,19,7 PM,member,2701,10.16,1.27
Fall,Sep,Monday,weekday,10,10 AM,member,2697,11.92,1.3
Fall,Nov,Friday,weekday,8,8 AM,member,2697,10.66,1.37
Fall,Sep,Thursday,weekday,20,8 PM,member,2694,11.73,1.39
Fall,Sep,Wednesday,weekday,11,11 AM,member,2693,10.68,1.2
Fall,Oct,Wednesday,weekday,11,11 AM,member,2692,10.48,1.16
Spring,Apr,Sunday,weekend,12,12 PM,member,2692,14.52,1.45
Winter,Dec,Friday,weekday,16,4 PM,member,2691,11.34,1.24
Summer,Aug,Saturday,weekend,9,9 AM,casual,2688,23.44,1.64
Summer,Jul,Sunday,weekend,11,11 AM,casual,2686,26.91,1.7
Fall,Nov,Tuesday,weekday,18,6 PM,member,2680,10.04,1.25
Summer,Aug,Monday,weekday,18,6 PM,casual,2680,18.35,1.44
Fall,Oct,Sunday,weekend,10,10 AM,member,2679,13.54,1.49
Spring,Apr,Monday,weekday,12,12 PM,member,2679,10.72,1.16
Winter,Feb,Wednesday,weekday,8,8 AM,member,2677,11.38,1.27
Summer,Aug,Wednesday,weekday,9,9 AM,member,2673,11.15,1.39
Fall,Oct,Wednesday,weekday,20,8 PM,member,2671,11.18,1.34
Summer,Jul,Tuesday,weekday,6,6 AM,member,2666,11.11,1.54
Summer,Aug,Friday,weekday,11,11 AM,casual,2660,27.72,1.65
Summer,Jun,Wednesday,weekday,14,2 PM,member,2659,12.73,1.47
Summer,Jun,Friday,weekday,15,3 PM,casual,2656,21.76,1.55
Winter,Feb,Monday,weekday,16,4 PM,member,2655,12.36,1.32
Summer,Aug,Sunday,weekend,10,10 AM,casual,2654,24.88,1.68
Spring,Apr,Sunday,weekend,13,1 PM,member,2654,14.37,1.47
Summer,Jun,Saturday,weekend,19,7 PM,member,2653,14.92,1.53
Summer,Aug,Wednesday,weekday,16,4 PM,casual,2652,19.81,1.59
Fall,Oct,Thursday,weekday,16,4 PM,casual,2647,16.58,1.4
Spring,May,Wednesday,weekday,11,11 AM,member,2645,12.43,1.33
Fall,Oct,Friday,weekday,15,3 PM,casual,2645,22.28,1.58
Summer,Jun,Tuesday,weekday,20,8 PM,member,2643,13.38,1.44
Spring,May,Tuesday,weekday,15,3 PM,member,2640,11.03,1.33
Fall,Sep,Sunday,weekend,19,7 PM,casual,2636,18.02,1.28
Summer,Jul,Thursday,weekday,14,2 PM,member,2634,13.33,1.48
Fall,Nov,Saturday,weekend,12,12 PM,member,2634,11.39,1.26
Summer,Jun,Thursday,weekday,12,12 PM,member,2633,11.85,1.27
Fall,Sep,Thursday,weekday,15,3 PM,casual,2625,16.42,1.32
Winter,Jan,Thursday,weekday,17,5 PM,member,2625,11.46,1.18
Fall,Nov,Saturday,weekend,13,1 PM,member,2625,11.54,1.37
Fall,Oct,Tuesday,weekday,17,5 PM,casual,2625,14.84,1.41
Spring,Mar,Thursday,weekday,18,6 PM,member,2618,10.93,1.26
Summer,Jun,Thursday,weekday,9,9 AM,member,2618,11.58,1.45
Spring,Mar,Saturday,weekend,15,3 PM,member,2617,12.95,1.42
Fall,Oct,Wednesday,weekday,16,4 PM,casual,2614,15.52,1.38
Spring,May,Thursday,weekday,14,2 PM,member,2614,11.35,1.33
Summer,Aug,Friday,weekday,10,10 AM,member,2614,11.66,1.33
Spring,May,Sunday,weekend,17,5 PM,casual,2612,26.35,1.5
Spring,May,Saturday,weekend,10,10 AM,casual,2610,28.9,1.79
Summer,Jun,Thursday,weekday,13,1 PM,member,2608,12.11,1.31
Summer,Jul,Sunday,weekend,17,5 PM,member,2607,14.63,1.52
Spring,May,Friday,weekday,19,7 PM,casual,2606,20.47,1.36
Spring,Mar,Monday,weekday,8,8 AM,member,2606,10.61,1.34
Spring,Apr,Friday,weekday,16,4 PM,member,2605,11.29,1.32
Summer,Jun,Saturday,weekend,19,7 PM,casual,2601,25.5,1.43
Fall,Sep,Friday,weekday,13,1 PM,casual,2599,19.14,1.37
Spring,Apr,Saturday,weekend,11,11 AM,member,2596,13.14,1.41
Summer,Jul,Wednesday,weekday,21,9 PM,casual,2596,20.35,1.54
Fall,Sep,Monday,weekday,19,7 PM,casual,2593,15.83,1.24
Summer,Jul,Saturday,weekend,20,8 PM,casual,2588,24.15,1.45
Spring,Apr,Saturday,weekend,16,4 PM,casual,2586,24.85,1.56
Winter,Jan,Wednesday,weekday,16,4 PM,member,2585,13.07,1.2
Summer,Jul,Thursday,weekday,13,1 PM,member,2585,12.65,1.41
Fall,Sep,Friday,weekday,12,12 PM,casual,2585,19.9,1.42
Summer,Aug,Saturday,weekend,8,8 AM,member,2581,12.62,1.55
Spring,May,Sunday,weekend,12,12 PM,member,2576,15.12,1.54
Fall,Sep,Sunday,weekend,9,9 AM,member,2572,13.21,1.49
Spring,Apr,Saturday,weekend,15,3 PM,casual,2566,25.24,1.57
Summer,Jun,Tuesday,weekday,16,4 PM,casual,2565,18.84,1.47
Summer,Jul,Friday,weekday,7,7 AM,member,2564,11.14,1.47
Summer,Jul,Friday,weekday,11,11 AM,member,2562,12.62,1.37
Spring,Apr,Sunday,weekend,14,2 PM,member,2561,14.71,1.46
Summer,Jun,Friday,weekday,20,8 PM,member,2558,12.92,1.39
Summer,Aug,Wednesday,weekday,14,2 PM,member,2549,11.82,1.36
