season,started_month,started_day,weekday_type,started_hour_of_day,formatted_hour,member_casual,total_count,avg_duration,avg_distance
Fall,Oct,Sunday,weekend,0,12 AM,member,877,12.29,1.43
Summer,Jun,Monday,weekday,9,9 AM,casual,876,23.75,1.42
Summer,Jul,Thursday,weekday,7,7 AM,casual,875,12.19,1.32
Fall,Sep,Sunday,weekend,1,1 AM,member,871,11.92,1.4
Winter,Jan,Tuesday,weekday,9,9 AM,member,871,11.48,1.14
Winter,Feb,Tuesday,weekday,16,4 PM,casual,870,20.96,1.43
Spring,Apr,Friday,weekday,19,7 PM,casual,869,15.25,1.17
Winter,Dec,Monday,weekday,6,6 AM,member,869,9.29,1.27
Fall,Nov,Sunday,weekend,9,9 AM,casual,866,17.89,1.53
Fall,Nov,Monday,weekday,21,9 PM,member,865,9.16,1.24
Summer,Aug,Tuesday,weekday,10,10 AM,casual,864,23.29,1.45
Spring,May,Tuesday,weekday,8,8 AM,casual,863,12.69,1.19
Summer,Aug,Saturday,weekend,1,1 AM,member,863,13.99,1.54
Fall,Sep,Wednesday,weekday,23,11 PM,casual,861,14.88,1.44
Winter,Jan,Monday,weekday,9,9 AM,member,860,13.4,1.01
Summer,Jun,Friday,weekday,7,7 AM,casual,857,14.4,1.45
Spring,Mar,Thursday,weekday,21,9 PM,member,857,9.55,1.15
Summer,Jun,Monday,weekday,7,7 AM,casual,856,12.96,1.28
Fall,Nov,Wednesday,weekday,17,5 PM,casual,856,11.32,1.21
Winter,Jan,Tuesday,weekday,14,2 PM,member,853,10.72,1.13
Summer,Jul,Monday,weekday,5,5 AM,member,852,11.02,1.6
Fall,Oct,Sunday,weekend,21,9 PM,member,850,11.25,1.32
Summer,Aug,Monday,weekday,9,9 AM,casual,850,19.35,1.39
Spring,Mar,Friday,weekday,17,5 PM,casual,850,15.61,1.24
Spring,Apr,Saturday,weekend,20,8 PM,casual,849,20.67,1.18
Spring,May,Monday,weekday,20,8 PM,casual,847,21.31,1.26
Spring,May,Monday,weekday,9,9 AM,casual,847,24.07,1.58
Fall,Nov,Saturday,weekend,9,9 AM,casual,847,16.9,1.41
Fall,Oct,Saturday,weekend,0,12 AM,casual,847,14.24,1.24
Summer,Aug,Tuesday,weekday,22,10 PM,casual,846,13.89,1.54
Summer,Jun,Sunday,weekend,23,11 PM,casual,846,24.19,1.43
Fall,Nov,Sunday,weekend,20,8 PM,member,845,10.37,1.29
Summer,Jul,Sunday,weekend,22,10 PM,member,844,12.84,1.55
Winter,Jan,Thursday,weekday,11,11 AM,member,843,9.96,0.99
Summer,Aug,Tuesday,weekday,9,9 AM,casual,843,18.16,1.35
Fall,Nov,Monday,weekday,16,4 PM,casual,842,12.52,1.23
Winter,Jan,Friday,weekday,7,7 AM,member,841,9.86,1.22
Spring,Apr,Tuesday,weekday,12,12 PM,casual,841,19.0,1.25
Winter,Jan,Monday,weekday,11,11 AM,member,841,10.92,1.01
Winter,Feb,Monday,weekday,10,10 AM,member,839,10.99,1.17
Summer,Jul,Saturday,weekend,0,12 AM,member,838,11.88,1.55
Winter,Dec,Sunday,weekend,9,9 AM,member,834,10.53,1.18
Spring,May,Thursday,weekday,7,7 AM,casual,833,14.55,1.43
Fall,Nov,Friday,weekday,11,11 AM,casual,832,23.22,1.32
Winter,Jan,Thursday,weekday,6,6 AM,member,830,10.16,1.17
Winter,Feb,Thursday,weekday,21,9 PM,member,830,10.33,1.16
Fall,Sep,Wednesday,weekday,6,6 AM,casual,830,9.8,1.18
Winter,Feb,Thursday,weekday,16,4 PM,casual,829,16.0,1.2
Fall,Nov,Thursday,weekday,21,9 PM,member,828,9.63,1.35
Fall,Sep,Tuesday,weekday,6,6 AM,casual,827,9.44,1.17
Fall,Nov,Thursday,weekday,17,5 PM,casual,827,11.59,1.31
Winter,Dec,Tuesday,weekday,10,10 AM,member,826,8.73,1.0
Winter,Jan,Wednesday,weekday,10,10 AM,member,826,20.29,1.07
Spring,May,Sunday,weekend,21,9 PM,casual,826,21.25,1.2
Summer,Jun,Saturday,weekend,7,7 AM,casual,826,21.45,1.75
Spring,Mar,Wednesday,weekday,21,9 PM,member,823,9.87,1.23
Winter,Dec,Tuesday,weekday,6,6 AM,member,818,9.5,1.22
Spring,May,Tuesday,weekday,21,9 PM,casual,816,15.17,1.43
Spring,Mar,Sunday,weekend,10,10 AM,casual,814,22.2,1.42
Summer,Jun,Tuesday,weekday,10,10 AM,casual,813,22.08,1.42
Fall,Sep,Sunday,weekend,23,11 PM,member,812,11.94,1.42
Summer,Jul,Sunday,weekend,22,10 PM,casual,811,18.93,1.33
Spring,May,Sunday,weekend,0,12 AM,member,811,11.59,1.38
Spring,May,Wednesday,weekday,22,10 PM,casual,810,17.11,1.27
Winter,Feb,Saturday,weekend,9,9 AM,member,809,14.16,1.15
Spring,May,Tuesday,weekday,11,11 AM,casual,809,21.81,1.41
Winter,Feb,Sunday,weekend,18,6 PM,member,807,12.48,1.18
Spring,Mar,Thursday,weekday,16,4 PM,casual,807,15.31,1.17
Spring,Mar,Saturday,weekend,21,9 PM,member,807,10.09,1.2
Winter,Jan,Sunday,weekend,14,2 PM,member,807,10.25,1.12
Summer,Aug,Saturday,weekend,6,6 AM,member,806,11.99,1.62
Fall,Oct,Tuesday,weekday,21,9 PM,casual,806,12.3,1.36
Fall,Sep,Sunday,weekend,7,7 AM,casual,804,28.25,1.6
Winter,Dec,Friday,weekday,16,4 PM,casual,803,12.87,1.16
Winter,Dec,Monday,weekday,10,10 AM,member,802,12.19,1.16
Winter,Feb,Friday,weekday,6,6 AM,member,800,9.57,1.26
Summer,Jun,Sunday,weekend,1,1 AM,casual,798,18.74,1.31
Spring,Apr,Friday,weekday,22,10 PM,member,797,10.66,1.38
Summer,Aug,Saturday,weekend,7,7 AM,casual,797,19.28,1.63
Winter,Jan,Friday,weekday,14,2 PM,member,797,9.39,1.05
Spring,May,Monday,weekday,22,10 PM,member,796,11.42,1.41
Spring,Apr,Thursday,weekday,15,3 PM,casual,795,17.52,1.36
Summer,Aug,Wednesday,weekday,23,11 PM,member,795,12.92,1.64
Spring,Mar,Sunday,weekend,8,8 AM,member,794,10.71,1.2
Summer,Jul,Monday,weekday,22,10 PM,casual,794,18.35,1.4
Summer,Jun,Thursday,weekday,23,11 PM,casual,794,15.77,1.41
Summer,Aug,Sunday,weekend,23,11 PM,casual,793,18.73,1.5
Spring,Mar,Friday,weekday,15,3 PM,casual,793,20.61,1.26
Fall,Nov,Friday,weekday,23,11 PM,member,792,9.85,1.4
Winter,Feb,Tuesday,weekday,20,8 PM,member,792,9.87,1.14
Winter,Jan,Tuesday,weekday,12,12 PM,member,791,12.11,0.86
Spring,Apr,Friday,weekday,14,2 PM,casual,791,20.37,1.32
Spring,Mar,Friday,weekday,16,4 PM,casual,790,18.85,1.29
Fall,Nov,Thursday,weekday,16,4 PM,casual,789,13.87,1.34
Fall,Oct,Monday,weekday,22,10 PM,member,788,11.53,1.35
Winter,Jan,Tuesday,weekday,13,1 PM,member,788,14.2,1.06
Fall,Nov,Saturday,weekend,21,9 PM,member,788,10.19,1.19
Spring,Apr,Monday,weekday,20,8 PM,casual,787,14.25,1.23
Winter,Jan,Saturday,weekend,12,12 PM,member,786,13.82,1.05
Spring,May,Tuesday,weekday,7,7 AM,casual,784,12.25,1.35
Spring,May,Monday,weekday,8,8 AM,casual,781,15.58,1.26
Winter,Jan,Sunday,weekend,13,1 PM,member,780,10.06,1.13
Fall,Oct,Tuesday,weekday,10,10 AM,casual,780,18.87,1.3
Spring,May,Friday,weekday,7,7 AM,casual,780,13.73,1.36
Winter,Feb,Saturday,weekend,18,6 PM,member,780,11.71,1.2
Summer,Jun,Wednesday,weekday,23,11 PM,member,779,13.64,1.68
Fall,Nov,Friday,weekday,19,7 PM,casual,775,12.31,1.18
Fall,Nov,Saturday,weekend,22,10 PM,member,775,9.95,1.36
Winter,Feb,Sunday,weekend,9,9 AM,member,774,11.36,1.22
Fall,Sep,Saturday,weekend,1,1 AM,casual,772,14.93,1.25
Spring,May,Thursday,weekday,23,11 PM,member,771,11.4,1.42
Winter,Jan,Saturday,weekend,11,11 AM,member,770,11.57,1.1
Winter,Dec,Thursday,weekday,21,9 PM,member,769,11.48,1.25
Spring,Mar,Saturday,weekend,19,7 PM,casual,767,19.68,1.21
Fall,Sep,Monday,weekday,6,6 AM,casual,765,9.86,1.18
Summer,Aug,Thursday,weekday,5,5 AM,member,764,10.18,1.43
Spring,Mar,Monday,weekday,21,9 PM,member,762,10.08,1.16
Spring,Apr,Sunday,weekend,21,9 PM,member,761,11.86,1.28
Fall,Oct,Sunday,weekend,1,1 AM,casual,761,17.54,1.41
Spring,Apr,Thursday,weekday,22,10 PM,member,760,9.79,1.32
Spring,Mar,Thursday,weekday,18,6 PM,casual,757,15.21,1.21
Spring,Mar,Saturday,weekend,22,10 PM,member,757,10.64,1.28
Fall,Sep,Wednesday,weekday,5,5 AM,member,757,9.73,1.43
Winter,Jan,Thursday,weekday,10,10 AM,member,757,10.63,1.07
Spring,Apr,Wednesday,weekday,15,3 PM,casual,756,17.54,1.28
Spring,Mar,Friday,weekday,18,6 PM,casual,756,20.81,1.2
Fall,Nov,Tuesday,weekday,8,8 AM,casual,756,10.5,1.09
Winter,Jan,Saturday,weekend,13,1 PM,member,755,13.24,1.07
Fall,Oct,Monday,weekday,9,9 AM,casual,755,20.33,1.21
Winter,Jan,Monday,weekday,6,6 AM,member,755,12.08,1.19
Spring,Mar,Saturday,weekend,9,9 AM,casual,755,19.97,1.42
Summer,Jun,Saturday,weekend,6,6 AM,member,753,13.77,1.58
Spring,Mar,Monday,weekday,15,3 PM,casual,753,21.53,1.41
Spring,Apr,Monday,weekday,22,10 PM,member,752,10.05,1.31
Fall,Nov,Tuesday,weekday,18,6 PM,casual,752,10.71,1.22
Winter,Dec,Friday,weekday,17,5 PM,casual,751,11.97,1.1
Fall,Sep,Saturday,weekend,6,6 AM,member,751,13.29,1.67
Winter,Feb,Wednesday,weekday,17,5 PM,casual,750,17.88,1.3
Summer,Jul,Wednesday,weekday,5,5 AM,member,750,11.08,1.59
Fall,Sep,Saturday,weekend,7,7 AM,casual,750,17.12,1.48
Spring,Apr,Sunday,weekend,9,9 AM,casual,749,21.78,1.46
Fall,Nov,Wednesday,weekday,15,3 PM,casual,749,14.0,1.22
Spring,Apr,Saturday,weekend,22,10 PM,casual,749,19.2,1.28
Winter,Dec,Friday,weekday,21,9 PM,member,748,13.26,1.24
Summer,Jul,Sunday,weekend,1,1 AM,casual,748,19.07,1.37
Winter,Dec,Thursday,weekday,17,5 PM,casual,746,12.43,1.17
Winter,Dec,Sunday,weekend,19,7 PM,member,745,10.33,1.13
Winter,Jan,Friday,weekday,13,1 PM,member,745,11.34,0.99
Winter,Jan,Sunday,weekend,15,3 PM,member,743,11.18,1.17
Summer,Jul,Tuesday,weekday,23,11 PM,member,742,13.08,1.53
Winter,Jan,Friday,weekday,12,12 PM,member,740,12.26,1.01
Spring,May,Sunday,weekend,8,8 AM,casual,740,25.06,1.44
Winter,Jan,Saturday,weekend,14,2 PM,member,738,10.47,1.1
Spring,May,Monday,weekday,21,9 PM,casual,737,15.16,1.27
Spring,May,Sunday,weekend,22,10 PM,member,736,11.88,1.44
Winter,Jan,Saturday,weekend,16,4 PM,member,736,10.47,1.11
Spring,Apr,Saturday,weekend,23,11 PM,member,735,11.66,1.38
Spring,Mar,Sunday,weekend,20,8 PM,member,734,9.81,1.12
Fall,Sep,Sunday,weekend,2,2 AM,casual,733,16.77,1.37
Spring,Mar,Friday,weekday,14,2 PM,casual,731,19.87,1.31
Summer,Aug,Sunday,weekend,1,1 AM,member,730,11.4,1.43
Summer,Aug,Saturday,weekend,2,2 AM,casual,730,17.36,1.4
Winter,Dec,Saturday,weekend,20,8 PM,member,730,12.22,1.05
Fall,Nov,Saturday,weekend,7,7 AM,member,730,11.07,1.36
Summer,Jul,Tuesday,weekday,6,6 AM,casual,728,11.05,1.29
Fall,Nov,Wednesday,weekday,8,8 AM,casual,728,9.79,1.08
Fall,Nov,Sunday,weekend,17,5 PM,casual,727,14.93,1.3
Fall,Oct,Monday,weekday,20,8 PM,casual,725,13.9,1.22
Summer,Jun,Monday,weekday,22,10 PM,casual,725,18.63,1.45
Spring,Apr,Friday,weekday,11,11 AM,casual,725,19.32,1.38
Summer,Aug,Monday,weekday,7,7 AM,casual,725,14.67,1.31
Fall,Oct,Wednesday,weekday,22,10 PM,casual,724,15.81,1.33
Winter,Dec,Tuesday,weekday,20,8 PM,member,722,9.11,1.12
Winter,Feb,Sunday,weekend,16,4 PM,casual,721,27.37,1.35
Spring,Mar,Friday,weekday,21,9 PM,member,720,9.99,1.18
Fall,Nov,Monday,weekday,18,6 PM,casual,720,12.33,1.2
Spring,Apr,Monday,weekday,10,10 AM,casual,720,25.05,1.4
Winter,Jan,Saturday,weekend,15,3 PM,member,719,11.6,1.13
Fall,Oct,Thursday,weekday,23,11 PM,casual,719,14.77,1.33
Winter,Dec,Sunday,weekend,15,3 PM,casual,718,25.01,1.29
Spring,Apr,Tuesday,weekday,7,7 AM,casual,718,10.26,1.27
Spring,May,Wednesday,weekday,5,5 AM,member,718,10.25,1.42
Winter,Jan,Sunday,weekend,12,12 PM,member,716,12.75,1.08
Winter,Dec,Wednesday,weekday,21,9 PM,member,716,9.52,1.25
Winter,Feb,Sunday,weekend,14,2 PM,casual,716,20.82,1.37
Fall,Sep,Friday,weekday,6,6 AM,casual,715,9.71,1.17
Winter,Dec,Friday,weekday,18,6 PM,casual,715,13.39,1.18
Winter,Dec,Saturday,weekend,14,2 PM,casual,714,18.47,1.27
Winter,Feb,Sunday,weekend,15,3 PM,casual,714,20.46,1.43
Winter,Dec,Saturday,weekend,13,1 PM,casual,713,15.89,1.25
Winter,Jan,Tuesday,weekday,6,6 AM,member,712,9.94,1.21
Spring,Apr,Tuesday,weekday,20,8 PM,casual,711,14.99,1.2
Fall,Nov,Tuesday,weekday,22,10 PM,member,710,8.99,1.23
Spring,Mar,Wednesday,weekday,18,6 PM,casual,709,12.86,1.17
Fall,Oct,Wednesday,weekday,5,5 AM,member,709,10.42,1.44
Summer,Jun,Tuesday,weekday,9,9 AM,casual,707,18.47,1.34
Spring,Apr,Wednesday,weekday,22,10 PM,member,707,9.55,1.23
Fall,Sep,Monday,weekday,5,5 AM,member,707,9.84,1.43
Fall,Nov,Wednesday,weekday,21,9 PM,member,707,9.55,1.26
Fall,Nov,Monday,weekday,15,3 PM,casual,707,16.83,1.19
Spring,Apr,Monday,weekday,8,8 AM,casual,706,11.6,1.19
Winter,Dec,Friday,weekday,15,3 PM,casual,706,16.13,1.25
Fall,Nov,Saturday,weekend,19,7 PM,casual,705,17.44,1.2
Summer,Jun,Saturday,weekend,1,1 AM,member,705,10.47,1.4
Summer,Aug,Wednesday,weekday,5,5 AM,member,700,10.65,1.6
Winter,Jan,Thursday,weekday,20,8 PM,member,700,8.76,1.03
Fall,Nov,Thursday,weekday,22,10 PM,member,697,11.02,1.35
Spring,Mar,Tuesday,weekday,15,3 PM,casual,696,18.78,1.28
Summer,Aug,Friday,weekday,0,12 AM,casual,696,15.2,1.32
Winter,Dec,Saturday,weekend,12,12 PM,casual,696,20.5,1.26
Spring,Apr,Sunday,weekend,20,8 PM,casual,695,20.73,1.12
Summer,Jun,Thursday,weekday,5,5 AM,member,695,10.57,1.55
Fall,Nov,Monday,weekday,14,2 PM,casual,694,16.82,1.16
Summer,Jun,Sunday,weekend,23,11 PM,member,692,15.88,1.64
Winter,Feb,Wednesday,weekday,21,9 PM,member,692,10.1,1.27
Summer,Jun,Tuesday,weekday,5,5 AM,member,691,9.83,1.46
Winter,Feb,Monday,weekday,17,5 PM,casual,691,21.86,1.34
Summer,Aug,Wednesday,weekday,23,11 PM,casual,690,21.4,1.61
Fall,Sep,Tuesday,weekday,5,5 AM,member,690,10.16,1.39
Fall,Oct,Wednesday,weekday,23,11 PM,member,688,11.27,1.42
Summer,Jul,Saturday,weekend,7,7 AM,casual,688,21.5,1.7
Spring,May,Saturday,weekend,0,12 AM,member,686,11.09,1.38
Summer,Aug,Tuesday,weekday,5,5 AM,member,684,10.23,1.56
Fall,Oct,Sunday,weekend,20,8 PM,casual,684,14.21,1.19
Fall,Sep,Monday,weekday,23,11 PM,member,683,10.97,1.39
Winter,Dec,Thursday,weekday,16,4 PM,casual,683,12.57,1.24
Fall,Oct,Monday,weekday,7,7 AM,casual,683,11.53,1.17
Winter,Jan,Saturday,weekend,17,5 PM,member,682,11.75,1.08
Fall,Oct,Saturday,weekend,1,1 AM,casual,680,17.78,1.4
Winter,Feb,Tuesday,weekday,21,9 PM,member,680,9.69,1.18
Spring,Apr,Tuesday,weekday,11,11 AM,casual,679,22.27,1.4
Summer,Aug,Friday,weekday,5,5 AM,member,678,10.65,1.56
Winter,Feb,Monday,weekday,21,9 PM,member,677,10.65,1.27
Spring,Apr,Wednesday,weekday,8,8 AM,casual,675,12.14,1.16
Spring,May,Sunday,weekend,7,7 AM,member,675,15.59,1.58
Fall,Sep,Monday,weekday,23,11 PM,casual,671,13.18,1.26
Fall,Nov,Friday,weekday,8,8 AM,casual,670,10.37,1.09
Winter,Dec,Saturday,weekend,15,3 PM,casual,670,17.68,1.24
Winter,Feb,Monday,weekday,16,4 PM,casual,669,17.48,1.31
Fall,Sep,Thursday,weekday,5,5 AM,member,669,10.13,1.38
Summer,Aug,Friday,weekday,6,6 AM,casual,667,10.74,1.36
Fall,Nov,Monday,weekday,8,8 AM,casual,666,9.29,1.06
Winter,Feb,Wednesday,weekday,16,4 PM,casual,665,13.41,1.23
Spring,Mar,Thursday,weekday,22,10 PM,member,664,10.31,1.25
Winter,Jan,Sunday,weekend,16,4 PM,member,664,10.91,1.16
Summer,Aug,Thursday,weekday,6,6 AM,casual,663,11.33,1.3
Summer,Jun,Tuesday,weekday,23,11 PM,member,661,12.27,1.45
Fall,Nov,Tuesday,weekday,15,3 PM,casual,660,15.54,1.26
Summer,Jul,Saturday,weekend,1,1 AM,member,658,11.79,1.46
Winter,Jan,Friday,weekday,11,11 AM,member,658,12.64,0.94
Fall,Sep,Saturday,weekend,1,1 AM,member,657,10.67,1.39
Fall,Nov,Friday,weekday,10,10 AM,casual,656,18.75,1.23
Spring,Mar,Friday,weekday,13,1 PM,casual,655,19.06,1.3
Summer,Jul,Sunday,weekend,7,7 AM,member,652,12.82,1.49
Spring,Apr,Wednesday,weekday,19,7 PM,casual,651,17.54,1.21
Summer,Jul,Friday,weekday,0,12 AM,casual,650,17.58,1.34
Fall,Oct,Sunday,weekend,1,1 AM,member,650,10.69,1.38
Spring,May,Wednesday,weekday,23,11 PM,member,650,11.65,1.52
Fall,Nov,Wednesday,weekday,14,2 PM,casual,649,15.54,1.24
Summer,Aug,Sunday,weekend,23,11 PM,member,648,12.26,1.56
Fall,Nov,Sunday,weekend,21,9 PM,member,648,11.67,1.36
Summer,Aug,Monday,weekday,22,10 PM,casual,646,17.89,1.48
Spring,Mar,Monday,weekday,19,7 PM,casual,645,15.69,1.3
Spring,Mar,Wednesday,weekday,15,3 PM,casual,644,15.39,1.15
Spring,Apr,Saturday,weekend,23,11 PM,casual,644,24.01,1.25
Fall,Nov,Monday,weekday,13,1 PM,casual,643,15.77,1.19
Fall,Oct,Sunday,weekend,6,6 AM,casual,643,25.9,1.42
Winter,Dec,Friday,weekday,22,10 PM,member,643,10.34,1.3
Summer,Jul,Saturday,weekend,6,6 AM,member,643,13.96,1.8
Spring,Apr,Tuesday,weekday,9,9 AM,casual,640,16.89,1.21
Fall,Oct,Tuesday,weekday,5,5 AM,member,640,9.95,1.43
Summer,Jun,Wednesday,weekday,5,5 AM,member,639,11.79,1.57
Winter,Feb,Tuesday,weekday,15,3 PM,casual,639,17.43,1.35
Spring,Apr,Tuesday,weekday,10,10 AM,casual,639,20.8,1.25
Winter,Feb,Thursday,weekday,22,10 PM,member,638,12.3,1.29
Fall,Oct,Friday,weekday,7,7 AM,casual,637,10.18,1.27
Winter,Jan,Sunday,weekend,17,5 PM,member,636,11.06,1.03
Spring,Mar,Saturday,weekend,7,7 AM,member,636,10.25,1.33
Winter,Dec,Wednesday,weekday,17,5 PM,casual,635,15.63,1.16
Fall,Oct,Tuesday,weekday,22,10 PM,casual,635,12.5,1.39
Spring,Apr,Saturday,weekend,7,7 AM,member,635,11.8,1.44
Winter,Feb,Sunday,weekend,13,1 PM,casual,634,25.81,1.5
Fall,Sep,Tuesday,weekday,23,11 PM,member,634,13.18,1.45
Winter,Jan,Friday,weekday,9,9 AM,member,633,9.84,1.04
Winter,Jan,Sunday,weekend,11,11 AM,member,632,13.74,1.08
Winter,Jan,Monday,weekday,10,10 AM,member,632,9.1,1.02
Spring,Apr,Tuesday,weekday,21,9 PM,casual,631,15.17,1.29
Spring,Mar,Sunday,weekend,18,6 PM,casual,631,21.81,1.16
Winter,Jan,Tuesday,weekday,20,8 PM,member,631,10.4,1.05
Winter,Dec,Monday,weekday,20,8 PM,member,630,9.3,1.06
Summer,Jun,Saturday,weekend,2,2 AM,casual,629,19.42,1.4
Summer,Aug,Tuesday,weekday,23,11 PM,member,629,11.94,1.57
Winter,Dec,Saturday,weekend,22,10 PM,member,629,12.27,1.33
Winter,Jan,Saturday,weekend,10,10 AM,member,626,11.11,1.08
Winter,Jan,Monday,weekday,20,8 PM,member,623,10.29,1.05
Fall,Oct,Sunday,weekend,22,10 PM,member,623,9.73,1.36
Winter,Jan,Wednesday,weekday,21,9 PM,member,622,10.56,1.08
Fall,Nov,Monday,weekday,12,12 PM,casual,622,19.97,1.2
Spring,Apr,Friday,weekday,23,11 PM,member,621,10.37,1.33
Fall,Sep,Sunday,weekend,6,6 AM,member,621,14.99,1.66
Fall,Nov,Sunday,weekend,18,6 PM,casual,620,13.22,1.19
Fall,Sep,Tuesday,weekday,23,11 PM,casual,619,15.43,1.3
Spring,Mar,Friday,weekday,22,10 PM,member,619,10.48,1.23
Summer,Jun,Sunday,weekend,1,1 AM,member,619,11.6,1.39
Winter,Dec,Saturday,weekend,16,4 PM,casual,618,13.29,1.1
Winter,Dec,Friday,weekday,14,2 PM,casual,617,15.19,1.27
Winter,Dec,Sunday,weekend,14,2 PM,casual,614,17.42,1.25
Spring,Mar,Tuesday,weekday,22,10 PM,member,613,10.35,1.28
Spring,May,Thursday,weekday,5,5 AM,member,613,9.27,1.37
Winter,Jan,Friday,weekday,19,7 PM,member,611,9.45,1.05
Summer,Aug,Monday,weekday,5,5 AM,member,611,11.25,1.63
Fall,Nov,Thursday,weekday,18,6 PM,casual,610,10.93,1.18
Spring,May,Saturday,weekend,0,12 AM,casual,609,19.08,1.27
Summer,Jun,Monday,weekday,5,5 AM,member,609,11.36,1.56
Winter,Feb,Sunday,weekend,19,7 PM,member,608,12.62,1.14
Summer,Jun,Sunday,weekend,2,2 AM,casual,608,20.77,1.46
Spring,Mar,Monday,weekday,14,2 PM,casual,607,22.38,1.25
Winter,Dec,Wednesday,weekday,16,4 PM,casual,607,10.71,1.09
Summer,Aug,Friday,weekday,0,12 AM,member,605,10.97,1.44
Spring,May,Tuesday,weekday,10,10 AM,casual,604,27.19,1.47
Spring,Apr,Saturday,weekend,8,8 AM,casual,603,17.89,1.52
Fall,Nov,Saturday,weekend,0,12 AM,member,603,10.63,1.37
Winter,Dec,Friday,weekday,13,1 PM,casual,602,14.5,1.19
Summer,Aug,Tuesday,weekday,6,6 AM,casual,601,11.59,1.2
Summer,Jun,Wednesday,weekday,23,11 PM,casual,601,23.66,1.41
Spring,Mar,Thursday,weekday,15,3 PM,casual,600,16.61,1.29
Spring,May,Sunday,weekend,1,1 AM,casual,599,17.96,1.27
Spring,Apr,Wednesday,weekday,14,2 PM,casual,598,22.85,1.42
Summer,Jul,Friday,weekday,5,5 AM,member,597,11.86,1.67
Spring,Mar,Friday,weekday,12,12 PM,casual,597,23.22,1.28
Spring,May,Tuesday,weekday,5,5 AM,member,597,11.66,1.38
Fall,Oct,Thursday,weekday,5,5 AM,member,597,9.44,1.48
Fall,Nov,Tuesday,weekday,13,1 PM,casual,596,14.03,1.16
Spring,May,Sunday,weekend,22,10 PM,casual,595,21.67,1.14
Fall,Oct,Saturday,weekend,1,1 AM,member,594,10.94,1.37
Fall,Nov,Thursday,weekday,8,8 AM,casual,593,10.49,1.1
Winter,Jan,Tuesday,weekday,11,11 AM,member,592,11.34,0.94
Fall,Nov,Saturday,weekend,23,11 PM,member,592,11.6,1.33
Winter,Dec,Sunday,weekend,20,8 PM,member,592,10.21,1.16
Fall,Nov,Tuesday,weekday,12,12 PM,casual,592,14.16,1.12
Summer,Jun,Sunday,weekend,6,6 AM,member,591,12.61,1.63
Summer,Aug,Sunday,weekend,2,2 AM,casual,591,19.96,1.44
Fall,Nov,Wednesday,weekday,18,6 PM,casual,591,10.86,1.2
Winter,Jan,Tuesday,weekday,10,10 AM,member,590,9.88,1.0
Fall,Nov,Tuesday,weekday,14,2 PM,casual,590,15.55,1.25
Summer,Jul,Monday,weekday,23,11 PM,member,588,13.04,1.61
Spring,Mar,Sunday,weekend,21,9 PM,member,588,10.18,1.26
Winter,Dec,Saturday,weekend,21,9 PM,member,588,10.5,1.25
Spring,Apr,Friday,weekday,10,10 AM,casual,588,22.11,1.25
Spring,May,Friday,weekday,5,5 AM,member,585,10.19,1.54
Summer,Aug,Wednesday,weekday,6,6 AM,casual,585,10.21,1.27
Winter,Dec,Tuesday,weekday,21,9 PM,member,585,13.16,1.21
Winter,Jan,Friday,weekday,6,6 AM,member,585,9.06,1.12
Summer,Jun,Friday,weekday,5,5 AM,member,584,10.97,1.6
Winter,Feb,Thursday,weekday,15,3 PM,casual,584,15.2,1.27
Fall,Nov,Wednesday,weekday,7,7 AM,casual,583,9.6,1.15
Spring,Apr,Sunday,weekend,0,12 AM,member,583,13.54,1.36
Summer,Jul,Tuesday,weekday,23,11 PM,casual,583,20.23,1.39
Winter,Dec,Thursday,weekday,22,10 PM,member,583,9.87,1.3
Winter,Dec,Saturday,weekend,11,11 AM,casual,582,20.79,1.2
Summer,Jun,Friday,weekday,0,12 AM,casual,581,22.28,1.42
Fall,Nov,Friday,weekday,20,8 PM,casual,580,11.63,1.17
Spring,Mar,Wednesday,weekday,14,2 PM,casual,580,20.2,1.26
Winter,Feb,Saturday,weekend,19,7 PM,member,580,12.14,1.08
Spring,Apr,Sunday,weekend,0,12 AM,casual,579,18.43,1.2
Spring,Apr,Tuesday,weekday,5,5 AM,member,578,8.62,1.34
Fall,Sep,Monday,weekday,0,12 AM,casual,578,17.69,1.34
Winter,Feb,Friday,weekday,16,4 PM,casual,576,14.88,1.21
Spring,Apr,Thursday,weekday,8,8 AM,casual,576,9.47,1.18
Spring,Apr,Thursday,weekday,19,7 PM,casual,576,14.21,1.2
Spring,Mar,Friday,weekday,23,11 PM,member,576,9.6,1.21
Spring,May,Monday,weekday,7,7 AM,casual,576,14.22,1.33
Fall,Oct,Tuesday,weekday,23,11 PM,member,575,10.74,1.47
Fall,Nov,Monday,weekday,11,11 AM,casual,575,18.56,1.24
Winter,Feb,Sunday,weekend,12,12 PM,casual,574,23.07,1.48
Winter,Dec,Thursday,weekday,18,6 PM,casual,572,13.68,1.12
Spring,Apr,Monday,weekday,9,9 AM,casual,572,17.42,1.3
Fall,Oct,Tuesday,weekday,6,6 AM,casual,572,10.05,1.18
Summer,Jul,Sunday,weekend,1,1 AM,member,571,11.3,1.45
Spring,Mar,Saturday,weekend,23,11 PM,member,571,11.26,1.27
Fall,Oct,Wednesday,weekday,6,6 AM,casual,570,9.78,1.14
Summer,Jun,Thursday,weekday,6,6 AM,casual,570,13.57,1.37
Winter,Dec,Friday,weekday,23,11 PM,member,568,10.59,1.31
